username,followers,createTime,videoDesc,videoID,videoLink,nViews,nShare,nLikes,nComment,hashtag,statusCode,itemInfo,shareMeta
iramutiapratiwii,12900.0,2021-06-09,ada yang begini juga gak? 😁 yuk download aplikasi UKI sekarang dan kita bertemu disana 😊 #uki #ukiapp #ukidownloadapp,6971800286729866498,https://www.tiktok.com/@iramutiapratiwii/video/6971800286729866498?lang=en,10300.0,5.0,201.0,1.0,"['uki', 'ukiapp', 'ukidownloadapp']",,,
caramelmoccacino1,728.0,2021-06-09,"Gak boleh badmood dong, kan ada aplikasi UKI yang buat spesial #uki #ukiapp #ukiappdownload",6971652754422975746,https://www.tiktok.com/@caramelmoccacino1/video/6971652754422975746?lang=en,10300.0,0.0,193.0,1.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
caramelmoccacino1,728.0,2021-06-09,"Hello guys, jangan lupa download aplikasi UKI mari kita bertemu disana! #uki #ukiapp #ukiappdownload",6971692467909348609,https://www.tiktok.com/@caramelmoccacino1/video/6971692467909348609?lang=en,12200.0,0.0,183.0,2.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
caramelmoccacino1,728.0,2021-06-08,Gak usah bete! Kan ada aplikasi UKI #uki #ukiapp #ukiappdownload,6971327217171287297,https://www.tiktok.com/@caramelmoccacino1/video/6971327217171287297?lang=en,22200.0,0.0,120.0,1.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
mutiapita,1248.0,2021-06-09,yukdownload uki #uki #ukiapp #ukiappdownload,6971731352999709954,https://www.tiktok.com/@mutiapita/video/6971731352999709954?lang=en,2017.0,0.0,3.0,0.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
mythararsmusic,19300.0,2021-06-09,"Download aplikasi UKI yuk , skrg pake UKI lebih mudah untuk chat bersama orang-orang baru☺️☺️ #uki #ukiapp",6971774602536176897,https://www.tiktok.com/@mythararsmusic/video/6971774602536176897?lang=en,1047.0,0.0,204.0,0.0,"['uki', 'ukiapp']",,,
mythararsmusic,19300.0,2021-06-09,"Download aplikasi UKI yuk , skrg pake UKI lebih mudah untuk chat bersama orang-orang baru☺️☺️ #uki #ukiapp",6971774602536176897,https://www.tiktok.com/@mythararsmusic/video/6971774602536176897?lang=en,1047.0,0.0,204.0,0.0,"['uki', 'ukiapp']",,,
newbelegend,11300.0,2021-06-09,Emang kalo lagi bucin ya gini. Seru banget cobain deh di https://uki.booyah.cc/mobile/ #uki #ukiapp #viral #fyp #foryou,6971692100094135553,https://www.tiktok.com/@newbelegend/video/6971692100094135553?lang=en,4230.0,0.0,45.0,0.0,"['uki', 'ukiapp', 'viral', 'fyp', 'foryou']",,,
newbelegend,11300.0,2021-06-09,"Kalo ada ini mah, pasti terbaik. Kalian coba deh di https://uki.booyah.cc/mobile/ #uki #ukiapp #viral #fyp #dating",6971691275892428034,https://www.tiktok.com/@newbelegend/video/6971691275892428034?lang=en,3902.0,0.0,8.0,0.0,"['uki', 'ukiapp', 'viral', 'fyp', 'dating']",,,
nuninuni11_,1733.0,2021-06-09,Ayo download UKI sekarang dan bertemu teman baru disana 🥰 #ukidownload #uki #ukidownloadapp,6971769971051367682,https://www.tiktok.com/@nuninuni11_/video/6971769971051367682?lang=en,100700.0,1.0,194.0,0.0,"['ukidownload', 'uki', 'ukidownloadapp']",,,
nuninuni11_,1733.0,2021-06-09,gausah sedih mending download aplikasi UKI deh🥰 #ukidownloadapp #uki #ukidownload,6971771048060620034,https://www.tiktok.com/@nuninuni11_/video/6971771048060620034?lang=en,100400.0,0.0,187.0,0.0,"['ukidownloadapp', 'uki', 'ukidownload']",,,
noerjannaah,968.0,2021-06-09,Mau punya temen yang seru juga kaya aku?? Ayo buruan download uki sekarang #uki #ukiapp #ukiapps #ukiappdownload,6971792683962469633,https://www.tiktok.com/@noerjannaah/video/6971792683962469633?lang=en,12200.0,0.0,178.0,0.0,"['uki', 'ukiapp', 'ukiapps', 'ukiappdownload']",,,
noerjannaah,968.0,2021-06-09,Seneng sih bisa punya temen curhat dari uki. Ayo buruan download uki sekarang #uki #ukiappdownload #ukiapp #ukiapps,6971803776067964162,https://www.tiktok.com/@noerjannaah/video/6971803776067964162?lang=en,13200.0,0.0,185.0,0.0,"['uki', 'ukiappdownload', 'ukiapp', 'ukiapps']",,,
noerjannaah,968.0,2021-06-08,"Bosen ga ada temen jalan. Tenang, uki selalu jadi solusi buat segala masalah ku haha. Download uki sekarang #uki #ukiapp #ukiapps #ukiappdownload",6971401722845498626,https://www.tiktok.com/@noerjannaah/video/6971401722845498626?lang=en,100300.0,0.0,120.0,0.0,"['uki', 'ukiapp', 'ukiapps', 'ukiappdownload']",,,
nurulhikmahdw,1267.0,2021-06-09,Mau bertemu. yuk download aplikasi UKI sekarang #UKI  #ukidowloadapp #ukiapp,6971716642384497921,https://www.tiktok.com/@nurulhikmahdw/video/6971716642384497921?lang=en,10200.0,0.0,177.0,0.0,"['uki', 'ukidowloadapp', 'ukiapp']",,,
nurulhikmahdw,1267.0,2021-06-09,Galau? . yuk download aplikasi UKI sekarang #UKI #ukidowloadapp   #ukiapp,6971703452875427073,https://www.tiktok.com/@nurulhikmahdw/video/6971703452875427073?lang=en,12200.0,0.0,176.0,0.0,"['uki', 'ukidowloadapp', 'ukiapp']",,,
putrikecilayahh,889.0,2021-06-09,"larangan keluarga:( ,jgn lupa download UKI yaaa#ukiapps #ukiappdownload #uki",6971765481304870145,https://www.tiktok.com/@putrikecilayahh/video/6971765481304870145?lang=en,2293.0,4.0,211.0,1.0,"['ukiapps', 'ukiappdownload', 'uki']",,,
putrikecilayahh,889.0,2021-06-09,"kirain dilarang :),jgn lupa download UKI yaaa#uki #ukiapps #ukiappdownload",6971768437597097217,https://www.tiktok.com/@putrikecilayahh/video/6971768437597097217?lang=en,253.0,4.0,200.0,1.0,"['uki', 'ukiapps', 'ukiappdownload']",,,
,,,,,,,,,,,0.0,"{'itemStruct': {'id': '6971694964526910721', 'desc': 'akhirnya LISA ketemu dia...!!! download UkI ayo ktemu disana', 'createTime': 1623224229, 'video': {'id': '6971694964526910721', 'height': 1024, 'width': 576, 'duration': 59, 'ratio': '720p', 'cover': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/1b30872f73ab485dafa9a73e8fdc4dfa~tplv-dmt-logom:tos-alisg-pv-0037/158516587fb14cb185c52c45c0ce0d4c.image?x-expires=1623430800&x-signature=guk%2BBQRhoDgdE22IjfdNkhGyAr4%3D', 'originCover': 'https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/a284a56d536a466492b5e3e21c5e286d_1623224231?x-expires=1623430800&x-signature=zdgYhbhnNRV0Z%2FCH38YdU4lGPB8%3D', 'dynamicCover': 'https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/a5f8e72a813c484eb16ea5bc5dc7f991_1623224231?x-expires=1623430800&x-signature=c9iLW4QBz2U%2FiFDQXrAK3%2FouCfk%3D', 'playAddr': 'https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/5eb1bed2d1e54d8db0d2d76f2d150c2f/?a=1988&br=1216&bt=608&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=3&ds=3&er=&expire=1623434327&l=202106111157480101910621975015E055&lr=tiktok&mime_type=video_mp4&net=0&pl=0&policy=2&qs=0&rc=anBpd3NwOXI5NjMzODgzM0ApaTs7Ozg7O2RlNzxlZTM0M2c0Z2djNTRsbS1gLS1kLzRzc2NeNjE1Ly8vLzEtYS1jMi06Yw%3D%3D&signature=8237a48996e0afaa90766837b06e9a44&tk=tt_webid_v2&vl=&vr=', 'downloadAddr': 'https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/5eb1bed2d1e54d8db0d2d76f2d150c2f/?a=1988&br=1216&bt=608&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=3&ds=3&er=&expire=1623434327&l=202106111157480101910621975015E055&lr=tiktok&mime_type=video_mp4&net=0&pl=0&policy=2&qs=0&rc=anBpd3NwOXI5NjMzODgzM0ApaTs7Ozg7O2RlNzxlZTM0M2c0Z2djNTRsbS1gLS1kLzRzc2NeNjE1Ly8vLzEtYS1jMi06Yw%3D%3D&signature=8237a48996e0afaa90766837b06e9a44&tk=tt_webid_v2&vl=&vr=', 'shareCover': ['', 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/a284a56d536a466492b5e3e21c5e286d_1623224231~tplv-tiktok-play.jpeg?x-expires=1623430800&x-signature=kHpHdN%2BpX2VIwFB7vEfNEwodbzM%3D', 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/a284a56d536a466492b5e3e21c5e286d_1623224231~tplv-tiktok-play2.jpeg?x-expires=1623430800&x-signature=6DOYi%2B46oVPmDqu6wt3t6mfftb8%3D'], 'reflowCover': 'https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/1b30872f73ab485dafa9a73e8fdc4dfa?x-expires=1623430800&x-signature=LPSuXZxiymqpEPKccAz9xWzzMEw%3D', 'bitrate': 622821, 'encodedType': 'normal', 'format': 'mp4', 'videoQuality': 'normal', 'encodeUserTag': ''}, 'author': {'id': '6784328922072761346', 'uniqueId': 'rizalnasution90', 'nickname': '--Rizal Nasution--', 'avatarThumb': 'https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cf0c5da44548dd23314a59a2fe4fcc6d.jpeg?x-expires=1623495600&x-signature=yDLXnOLtYXjF2FoCHQTVBg6oyr8%3D', 'avatarMedium': 'https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/cf0c5da44548dd23314a59a2fe4fcc6d.jpeg?x-expires=1623495600&x-signature=Ae3OfXzJavwQZ2lfYv9cEQJ0UbU%3D', 'avatarLarger': 'https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/cf0c5da44548dd23314a59a2fe4fcc6d.jpeg?x-expires=1623495600&x-signature=BqX19AiH1VMZpaXi9%2BRArTmcm9g%3D', 'signature': '"" aku butuh kamu seperti jantung butuh detak ""', 'verified': False, 'secUid': 'MS4wLjABAAAAoijpp0trUKgwJkrIR_uY56YLhkO1N11NTXk1V4cLnJeBF0CiZ_kqOYXEJTSZrMph', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}, 'music': {'id': '6937696675557279745', 'title': 'Melawan Restu', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/18c03bce0b632120dab832d730ae906e.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/963c9d6395d64cc1b230ae6f24c65573.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/963c9d6395d64cc1b230ae6f24c65573.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/963c9d6395d64cc1b230ae6f24c65573.jpeg', 'authorName': 'Mahalini', 'original': False, 'duration': 60, 'album': 'Melawan Restu'}, 'stats': {'diggCount': 711, 'shareCount': 139, 'commentCount': 14, 'playCount': 102600}, 'isActivityItem': False, 'duetInfo': {'duetFromId': '0'}, 'originalItem': False, 'officalItem': False, 'secret': False, 'forFriend': False, 'digged': False, 'itemCommentStatus': 0, 'showNotPass': False, 'vl1': False, 'itemMute': False, 'authorStats': {'followingCount': 0, 'followerCount': 104400, 'heartCount': 2000000, 'videoCount': 101, 'diggCount': 4189, 'heart': 2000000}, 'privateItem': False, 'duetEnabled': False, 'stitchEnabled': True, 'shareEnabled': True, 'stickersOnItem': [{'stickerType': 4, 'stickerText': ['by UKI', '""ikatan cinta lisa""', 'apakah kamu ingin menemukan orang yang bener2 kamu ingin temui?? Download UKI, temukan dan jatuh cinta padanya...', 'download UKI, ayo ktemu disana...']}, {'stickerType': 9, 'stickerText': ['ikatan cinta lisa\npart 2.........']}], 'isAd': False}}","{'title': '--Rizal Nasution-- di TikTok', 'desc': 'akhirnya LISA ketemu dia...!!! download UkI ayo ktemu disana'}"
rizalnasution90,104400.0,2021-06-09,ikatan cinta lisa !!! download uki mari bertemu disana #uki #ukiapp #love #fyi #fypシ #fyp,6971691868782447874,https://www.tiktok.com/@rizalnasution90/video/6971691868782447874?lang=en,101900.0,256.0,900.0,12.0,"['uki', 'ukiapp', 'love', 'fyi', 'fypシ', 'fyp']",,,
selfiani36,1525.0,2021-06-09,"jangan galau yah guys , yuk download aplikasi UKI dan mari bertemu di sana#uki #ukiapp #ukidownloadapp",6971680816640363777,https://www.tiktok.com/@selfiani36/video/6971680816640363777?lang=en,100200.0,0.0,177.0,1.0,"['uki', 'ukiapp', 'ukidownloadapp']",,,
selfiani36,1525.0,2021-06-09,"Temukan bnyk gebetan di aplikasi UKI , yuk download aplikasi UKI dan mari bertemu disana #uki #ukiapp #ukidownloadapp",6971708080455240961,https://www.tiktok.com/@selfiani36/video/6971708080455240961?lang=en,30200.0,0.0,176.0,1.0,"['uki', 'ukiapp', 'ukidownloadapp']",,,
si_gusti,100.0,2021-06-09,temukan jodoh kamu di uki #uki #ukiapp,6971793937077980417,https://www.tiktok.com/@si_gusti/video/6971793937077980417?lang=en,1006.0,0.0,2.0,1.0,"['uki', 'ukiapp']",,,
si_gusti,100.0,2021-06-09,yu download uki guys #uki #ukiapp,6971786141976579330,https://www.tiktok.com/@si_gusti/video/6971786141976579330?lang=en,1006.0,0.0,2.0,1.0,"['uki', 'ukiapp']",,,
usdeles,122.0,2021-06-09,Ayo download aplikasi UKI sekarang #uki #ukiapp #ukidownloadapp,6971773827361623298,https://www.tiktok.com/@usdeles/video/6971773827361623298?lang=en,1014.0,0.0,5.0,1.0,"['uki', 'ukiapp', 'ukidownloadapp']",,,
vollarramli,5096.0,2021-06-09,"Kisah Lisa di larang kel utk kencan, jdi kencan online 💕 #uki#ukiapp#ukiappdownload#",6971827877184687361,https://www.tiktok.com/@vollarramli/video/6971827877184687361?lang=en,101200.0,4.0,1891.0,69.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
vollarramli,5096.0,2021-06-09,Larangan pacaran ~ kencan online UKI saja 💕 #uki#ukiapp#ukiappdownload#,6971470449721003266,https://www.tiktok.com/@vollarramli/video/6971470449721003266?lang=en,1192.0,1.0,169.0,65.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
vollarramli,5096.0,2021-06-09,Kencan online di UKI 💕 #uki#ukiapp#ukiappdownload#,6971472123147586817,https://www.tiktok.com/@vollarramli/video/6971472123147586817?lang=en,1312.0,1.0,199.0,98.0,"['uki', 'ukiapp', 'ukiappdownload']",,,
nyonya_oncom,1440.0,2021-06-09,mama ku udah mulai curiga aku punya pacar😂 #uki#ukiapp yuk ah douwload aplikasi UKi dan temukan teman disana.,6971706736944221442,https://www.tiktok.com/@nyonya_oncom/video/6971706736944221442?lang=en,3440.0,1.0,229.0,39.0,"['uki', 'ukiapp']",,,
